payment_id,amount,failure_reason,attempt_number,recommended_action,decision_reason,expected_recovery_value,audit_status
pay_01588,4999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2999.4,DECISION_RECORDED
pay_01591,2499,timeout,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1624.3500000000001,DECISION_RECORDED
pay_01592,1999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,699.65,DECISION_RECORDED
pay_01595,999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,299.7,DECISION_RECORDED
pay_01603,4999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,3249.35,DECISION_RECORDED
pay_01606,999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,249.75,DECISION_RECORDED
pay_01613,4999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2999.4,DECISION_RECORDED
pay_01615,999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,599.4,DECISION_RECORDED
pay_01624,9999,insufficient_funds,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_01635,199,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,109.45,DECISION_RECORDED
pay_01639,2499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,624.75,DECISION_RECORDED
pay_01643,2499,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1374.45,DECISION_RECORDED
pay_01646,299,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,179.4,DECISION_RECORDED
pay_01650,299,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,104.64999999999999,DECISION_RECORDED
pay_01656,2499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1499.3999999999999,DECISION_RECORDED
pay_01657,499,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,324.35,DECISION_RECORDED
pay_01660,1499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,524.65,DECISION_RECORDED
pay_01669,499,timeout,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,324.35,DECISION_RECORDED
pay_01671,199,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,119.39999999999999,DECISION_RECORDED
pay_01673,9999,authentication_failed,2,AUTHENTICATION,Payment authentication is required,2499.75,DECISION_RECORDED
pay_01675,2499,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1624.3500000000001,DECISION_RECORDED
pay_01678,2499,authentication_failed,2,AUTHENTICATION,Payment authentication is required,624.75,DECISION_RECORDED
pay_01681,499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,174.64999999999998,DECISION_RECORDED
pay_01684,2499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,874.65,DECISION_RECORDED
pay_01694,999,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,599.4,DECISION_RECORDED
pay_01695,9999,insufficient_funds,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_01696,299,authentication_failed,2,AUTHENTICATION,Payment authentication is required,74.75,DECISION_RECORDED
pay_01698,1499,insufficient_funds,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,524.65,DECISION_RECORDED
pay_01702,999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,299.7,DECISION_RECORDED
pay_01709,4999,bank_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2749.4500000000003,DECISION_RECORDED
pay_01715,499,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,274.45000000000005,DECISION_RECORDED
pay_01723,999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,349.65,DECISION_RECORDED
pay_01724,2499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,624.75,DECISION_RECORDED
pay_01727,299,timeout,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,194.35,DECISION_RECORDED
pay_01734,999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,349.65,DECISION_RECORDED
pay_01746,2499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,874.65,DECISION_RECORDED
pay_01748,9999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_01750,1499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,899.4,DECISION_RECORDED
pay_01752,299,insufficient_funds,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,104.64999999999999,DECISION_RECORDED
pay_01758,299,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,104.64999999999999,DECISION_RECORDED
pay_01763,199,insufficient_funds,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,69.64999999999999,DECISION_RECORDED
pay_01766,299,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,194.35,DECISION_RECORDED
pay_01782,299,network_error,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,179.4,DECISION_RECORDED
pay_01783,1499,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,899.4,DECISION_RECORDED
pay_01788,999,authentication_failed,2,AUTHENTICATION,Payment authentication is required,249.75,DECISION_RECORDED
pay_01792,1499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,374.75,DECISION_RECORDED
pay_01797,199,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,69.64999999999999,DECISION_RECORDED
pay_01798,999,bank_error,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,549.45,DECISION_RECORDED
pay_01804,9999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,5999.4,DECISION_RECORDED
pay_01810,199,authentication_failed,1,AUTHENTICATION,Payment authentication is required,49.75,DECISION_RECORDED
pay_01823,299,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,164.45000000000002,DECISION_RECORDED
pay_01825,2499,authentication_failed,2,AUTHENTICATION,Payment authentication is required,624.75,DECISION_RECORDED
pay_01826,4999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1749.6499999999999,DECISION_RECORDED
pay_01828,2499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,749.6999999999999,DECISION_RECORDED
pay_01837,2499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,624.75,DECISION_RECORDED
pay_01840,999,authentication_failed,2,AUTHENTICATION,Payment authentication is required,249.75,DECISION_RECORDED
pay_01848,299,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,104.64999999999999,DECISION_RECORDED
pay_01854,1499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,449.7,DECISION_RECORDED
pay_01858,2499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,749.6999999999999,DECISION_RECORDED
pay_01862,199,authentication_failed,2,AUTHENTICATION,Payment authentication is required,49.75,DECISION_RECORDED
pay_01867,9999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,6499.35,DECISION_RECORDED
pay_01885,2499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,624.75,DECISION_RECORDED
pay_01886,1999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1099.45,DECISION_RECORDED
pay_01893,299,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,104.64999999999999,DECISION_RECORDED
pay_01898,4999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1499.7,DECISION_RECORDED
pay_01905,2499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,749.6999999999999,DECISION_RECORDED
pay_01907,999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,599.4,DECISION_RECORDED
pay_01908,199,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,129.35,DECISION_RECORDED
pay_01915,1999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1099.45,DECISION_RECORDED
pay_01923,1999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,599.6999999999999,DECISION_RECORDED
pay_01927,9999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,5499.450000000001,DECISION_RECORDED
pay_01931,199,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,129.35,DECISION_RECORDED
pay_01933,999,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,299.7,DECISION_RECORDED
pay_01934,9999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,2999.7,DECISION_RECORDED
pay_01940,9999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,5499.450000000001,DECISION_RECORDED
pay_01941,4999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1749.6499999999999,DECISION_RECORDED
pay_01943,1999,bank_error,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,1099.45,DECISION_RECORDED
pay_01946,499,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,324.35,DECISION_RECORDED
pay_01956,2499,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1624.3500000000001,DECISION_RECORDED
pay_01957,4999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2749.4500000000003,DECISION_RECORDED
pay_01958,1999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1199.3999999999999,DECISION_RECORDED
pay_01962,199,insufficient_funds,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,69.64999999999999,DECISION_RECORDED
pay_01964,9999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_01967,1499,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,974.35,DECISION_RECORDED
pay_01986,299,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,104.64999999999999,DECISION_RECORDED
pay_01988,9999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,5499.450000000001,DECISION_RECORDED
pay_01990,999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,649.35,DECISION_RECORDED
pay_01993,999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,299.7,DECISION_RECORDED
pay_01994,299,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,179.4,DECISION_RECORDED
pay_01996,1499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,449.7,DECISION_RECORDED
pay_01999,1499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,449.7,DECISION_RECORDED
pay_02003,9999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_02006,4999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2999.4,DECISION_RECORDED
pay_02010,1999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1199.3999999999999,DECISION_RECORDED
pay_02011,9999,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,2999.7,DECISION_RECORDED
pay_02016,4999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2999.4,DECISION_RECORDED
pay_02018,1999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1299.3500000000001,DECISION_RECORDED
pay_02019,299,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,179.4,DECISION_RECORDED
pay_02020,299,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,89.7,DECISION_RECORDED
pay_02024,299,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,164.45000000000002,DECISION_RECORDED
pay_02030,1499,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,824.45,DECISION_RECORDED
pay_02034,1499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,374.75,DECISION_RECORDED
pay_02037,199,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,59.699999999999996,DECISION_RECORDED
pay_02043,299,bank_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,164.45000000000002,DECISION_RECORDED
pay_02048,199,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,119.39999999999999,DECISION_RECORDED
pay_02049,1499,bank_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,824.45,DECISION_RECORDED
pay_02052,1999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,499.75,DECISION_RECORDED
pay_02054,2499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,749.6999999999999,DECISION_RECORDED
pay_02055,1499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,899.4,DECISION_RECORDED
pay_02058,2499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,874.65,DECISION_RECORDED
pay_02075,499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,174.64999999999998,DECISION_RECORDED
pay_02082,199,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,59.699999999999996,DECISION_RECORDED
pay_02084,199,bank_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,109.45,DECISION_RECORDED
pay_02095,999,bank_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,549.45,DECISION_RECORDED
pay_02097,2499,timeout,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1624.3500000000001,DECISION_RECORDED
pay_02101,299,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,104.64999999999999,DECISION_RECORDED
pay_02102,2499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,874.65,DECISION_RECORDED
pay_02106,1499,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,824.45,DECISION_RECORDED
pay_02107,999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,349.65,DECISION_RECORDED
pay_02113,2499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,749.6999999999999,DECISION_RECORDED
pay_02114,2499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,624.75,DECISION_RECORDED
pay_02116,199,authentication_failed,2,AUTHENTICATION,Payment authentication is required,49.75,DECISION_RECORDED
pay_02117,499,network_error,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,299.4,DECISION_RECORDED
pay_02128,2499,authentication_failed,2,AUTHENTICATION,Payment authentication is required,624.75,DECISION_RECORDED
pay_02134,4999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1499.7,DECISION_RECORDED
pay_02136,4999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1749.6499999999999,DECISION_RECORDED
pay_02138,9999,timeout,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,6499.35,DECISION_RECORDED
pay_02142,499,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,274.45000000000005,DECISION_RECORDED
pay_02143,9999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_02144,1499,bank_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,824.45,DECISION_RECORDED
pay_02145,1499,authentication_failed,2,AUTHENTICATION,Payment authentication is required,374.75,DECISION_RECORDED
pay_02149,2499,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1624.3500000000001,DECISION_RECORDED
pay_02151,4999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1749.6499999999999,DECISION_RECORDED
pay_02152,299,authentication_failed,1,AUTHENTICATION,Payment authentication is required,74.75,DECISION_RECORDED
pay_02154,999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,349.65,DECISION_RECORDED
pay_02160,9999,bank_error,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,5499.450000000001,DECISION_RECORDED
pay_02166,2499,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,749.6999999999999,DECISION_RECORDED
pay_02168,1499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,524.65,DECISION_RECORDED
pay_02176,4999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,1249.75,DECISION_RECORDED
pay_02177,299,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,89.7,DECISION_RECORDED
pay_02179,4999,timeout,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,3249.35,DECISION_RECORDED
pay_02181,199,insufficient_funds,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,69.64999999999999,DECISION_RECORDED
pay_02183,9999,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,5999.4,DECISION_RECORDED
pay_02184,199,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,129.35,DECISION_RECORDED
pay_02188,1499,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,524.65,DECISION_RECORDED
pay_02201,2499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,749.6999999999999,DECISION_RECORDED
pay_02207,9999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,6499.35,DECISION_RECORDED
pay_02209,999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,599.4,DECISION_RECORDED
pay_02232,4999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,2749.4500000000003,DECISION_RECORDED
pay_02237,199,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,129.35,DECISION_RECORDED
pay_02240,1999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,699.65,DECISION_RECORDED
pay_02247,999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,599.4,DECISION_RECORDED
pay_02249,9999,insufficient_funds,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_02250,1499,authentication_failed,2,AUTHENTICATION,Payment authentication is required,374.75,DECISION_RECORDED
pay_02256,199,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,69.64999999999999,DECISION_RECORDED
pay_02258,499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,124.75,DECISION_RECORDED
pay_02266,4999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1499.7,DECISION_RECORDED
pay_02267,9999,bank_error,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,5499.450000000001,DECISION_RECORDED
pay_02270,1999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1099.45,DECISION_RECORDED
pay_02276,2499,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1374.45,DECISION_RECORDED
pay_02279,199,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,129.35,DECISION_RECORDED
pay_02283,9999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,2499.75,DECISION_RECORDED
pay_02284,1999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,599.6999999999999,DECISION_RECORDED
pay_02286,1499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,449.7,DECISION_RECORDED
pay_02289,1499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,899.4,DECISION_RECORDED
pay_02302,9999,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,2999.7,DECISION_RECORDED
pay_02303,1499,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,449.7,DECISION_RECORDED
pay_02305,1499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,374.75,DECISION_RECORDED
pay_02311,299,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,194.35,DECISION_RECORDED
pay_02313,299,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,89.7,DECISION_RECORDED
pay_02314,999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,299.7,DECISION_RECORDED
pay_02324,199,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,129.35,DECISION_RECORDED
pay_02336,499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,299.4,DECISION_RECORDED
pay_02340,1499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,449.7,DECISION_RECORDED
pay_02344,199,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,119.39999999999999,DECISION_RECORDED
pay_02346,499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,299.4,DECISION_RECORDED
pay_02347,2499,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1499.3999999999999,DECISION_RECORDED
pay_02355,999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,599.4,DECISION_RECORDED
pay_02361,1999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1199.3999999999999,DECISION_RECORDED
pay_02363,9999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,5499.450000000001,DECISION_RECORDED
pay_02372,1999,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1199.3999999999999,DECISION_RECORDED
pay_02382,299,network_error,2,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,179.4,DECISION_RECORDED
pay_02391,499,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,324.35,DECISION_RECORDED
pay_02392,9999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,5499.450000000001,DECISION_RECORDED
pay_02394,9999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,5499.450000000001,DECISION_RECORDED
pay_02397,2499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1499.3999999999999,DECISION_RECORDED
pay_02407,499,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,149.7,DECISION_RECORDED
pay_02411,9999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_02414,199,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,59.699999999999996,DECISION_RECORDED
pay_02415,199,limit_exceeded,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,59.699999999999996,DECISION_RECORDED
pay_02419,4999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1749.6499999999999,DECISION_RECORDED
pay_02420,199,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,59.699999999999996,DECISION_RECORDED
pay_02426,499,limit_exceeded,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,149.7,DECISION_RECORDED
pay_02431,299,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,104.64999999999999,DECISION_RECORDED
pay_02442,499,authentication_failed,2,AUTHENTICATION,Payment authentication is required,124.75,DECISION_RECORDED
pay_02446,299,authentication_failed,1,AUTHENTICATION,Payment authentication is required,74.75,DECISION_RECORDED
pay_02450,2499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,624.75,DECISION_RECORDED
pay_02451,4999,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1499.7,DECISION_RECORDED
pay_02454,9999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,3499.6499999999996,DECISION_RECORDED
pay_02467,4999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,3249.35,DECISION_RECORDED
pay_02468,999,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,649.35,DECISION_RECORDED
pay_02469,299,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,104.64999999999999,DECISION_RECORDED
pay_02474,4999,insufficient_funds,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1749.6499999999999,DECISION_RECORDED
pay_02481,999,authentication_failed,1,AUTHENTICATION,Payment authentication is required,249.75,DECISION_RECORDED
pay_02482,299,authentication_failed,1,AUTHENTICATION,Payment authentication is required,74.75,DECISION_RECORDED
pay_02486,4999,insufficient_funds,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,1749.6499999999999,DECISION_RECORDED
pay_02491,9999,limit_exceeded,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,2999.7,DECISION_RECORDED
pay_02493,199,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,59.699999999999996,DECISION_RECORDED
pay_02497,999,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,549.45,DECISION_RECORDED
pay_02504,499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,124.75,DECISION_RECORDED
pay_02507,499,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,274.45000000000005,DECISION_RECORDED
pay_02509,2499,timeout,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1624.3500000000001,DECISION_RECORDED
pay_02510,299,authentication_failed,1,AUTHENTICATION,Payment authentication is required,74.75,DECISION_RECORDED
pay_02511,199,bank_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,109.45,DECISION_RECORDED
pay_02518,499,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,299.4,DECISION_RECORDED
pay_02522,1999,network_error,1,RETRY_PAYMENT,Temporary technical failure; bounded retry is appropriate,1199.3999999999999,DECISION_RECORDED
pay_02535,1499,bank_error,3,ESCALATE,Stopping rule triggered: 3 or more previous attempts,824.45,DECISION_RECORDED
pay_02555,999,limit_exceeded,2,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,299.7,DECISION_RECORDED
pay_02557,1499,authentication_failed,1,AUTHENTICATION,Payment authentication is required,374.75,DECISION_RECORDED
pay_02561,199,limit_exceeded,1,CUSTOMER_ACTION,Customer-controlled payment issue; customer intervention required,59.699999999999996,DECISION_RECORDED
